user_ID,finishTime,Q6_1: 
1883534,29/02/2024 15:00,עם ישראל חיאנחנו ננצחונביא את הראש של סינוואר החרא לישראלכל החטופים יחזרו בעזרת ה'צהל ינצחעם ישראל חייי!!!כולם מקנאים לנו כולם שונאים אותנו בגלל הדת!! בגלל היהדות לא בגלל שטח אדמה ולא בגלל חרטה...רק בגלל שאנחנו יהודים נקודה
1883639,29/02/2024 12:58,א.מ.ל
1883654,29/02/2024 20:49,.
1883746,02/03/2024 18:38,הקבינט המצומצם מקבל מהצבא והשבכ נתונים והוא צריך להחליט 
1883816,29/02/2024 13:57,מאוד מאוד חשוב לשחרר את כולם; גם תמורת הפסקת הלחימה. ממילא כשחמאס יפר את הפסקת האש; והוא יפר; אפשר יהיה להילחם שוב. אז לא בכל מחיר; אבל אפילו מחיר גבוה כדאי; וכמה שיותר מהר; לפני שירצחו את כולם. לא רוצה לחזור לטראומת רון ארד
1883865,29/02/2024 12:52,אני חושב שיש הרבה שיקולים שכאזרח אני לא יודע 
1883877,29/02/2024 17:50,אין 
1884697,29/02/2024 12:37,לא יודעת
1884985,29/02/2024 15:06,אסור להיגרר לדרישות של מחבלים
1885132,29/02/2024 12:43,צריך להגיע לתנאי שכל החתופים יחזרו
1885255,29/02/2024 20:38,שישחררו כבר את כל השבויים ויתנו להם כמה אסירים ושימשיכו להילחם עד הסוף החיילים שלנו 
1885257,29/02/2024 14:38,אין פירוט
1885351,29/02/2024 17:00,לא לשחרר רוצחים עם דם על הידיים
1885367,29/02/2024 12:46,שחרור מהיר
1890517,29/02/2024 13:36,לא סומך על מערכת הביטחון הכושלת רק העם יחליט מה טוב
1890568,29/02/2024 15:12,יש להם את היכולת הגדולה לדעת בדיוק מה טוב
1890573,29/02/2024 17:35,אסור להסכים מיד לכל הצעה אבל צריך גם להיות ריאלי
1890609,29/02/2024 15:08,החטופים והחטופות אזרחים וחיילים חייבים להשתחרר בכל מחיר שידרש.למדינה שלנו אין את הזכות להפקירם שוב לאחר מכן.מבחינתי שנפר את ההסכם ושנעשה כל שידרש כדי לחסל את החמאס ולבנות יישות אחרת בעזה.
1890685,29/02/2024 17:21,"אין תשובה אחת נכונה; על אף שהסקר מאלץ אותנו לבחור כזועניינן השבויים הוא נושא כאוב ולעתים יש רושם בציבור שלא ננקטים צעדים להחזירם ושיש שאננות.פחות פוליטיקה - יותר תכלס; תנו לצה""ל ולמערכות הביטחון לעבוד ולתת תוצאות - החיילים שלנו הם היחידים שלא מונעים משיקולים פוליטיים אלא מציונות גרידא!עם ישראל חי! "
1890725,29/02/2024 17:35,לא להסכים לשום מתווה להחזרת אסירים ביטחוניים אחרת אנחנו מפסידים הכל ;יבצעו שוב ושוב פיגועים וברגע שהם משוחררים מבחינתם ניצחו.להשמיד את כל המחבלים הארורים .
1890730,29/02/2024 21:10,רק המוסד והשב?כ יכולים לקנות למי  לאשר שחרור זה אסירים שינקמו בנו
1890733,29/02/2024 18:00,בלי שחרור החטופים (הם לא שבויים; כי הם לא שבויי מלחמה. הם אזרחים שנחטפו) לא יישאר אמוון במדינה
1890736,29/02/2024 20:24,י
1890750,29/02/2024 13:12,כמה שיותר אנשים צריכים לקבל את ההחלטה
1890815,29/02/2024 16:46,אני חושב שהכנסת מייצגת את בחירת העם יותר מהממשלה
1890869,29/02/2024 14:16,עסקה לא בכל מחיר
1890895,29/02/2024 17:34,צריך להתרכז בלחימה לפני בלי הפרעות
1890922,29/02/2024 14:11,משאל עם
1890970,29/02/2024 16:00,החזרת החטופים עם התנאים שלנו 
1891086,29/02/2024 18:50,.
1891142,29/02/2024 12:57,יש לשחרר את החטופים ;ללא זה שיחזירו אותם הביתה זה הפסד במלחמה.
1891164,29/02/2024 14:13,לא כל המידע נמצא ברשותינו האזרחים; לכן החשוב הוא להקשיב לכוחות הביטחון והמודיעין על מנת להחליט על דרכי פעולה.
1891197,29/02/2024 13:11,לבחזיר אותם עכשיו
1891216,29/02/2024 13:08,הם הסמכות שהכי מבינה בעניין
1891239,29/02/2024 12:54,חטופים אכן זה נושע חשוב מאוד. אך יש את טובת כלל עם ישראל; ולכן צריך להיות זהירים מאוד לפני ביצוע עסקה. כ''כ ; כבר הוכח מעל לכל ספק שלחץ צבאי מביא תוצאות. 
1891261,29/02/2024 13:37,כניעה מוחלטת.כותשים את האויב עד שיכנע וישחרר את החטופים.ואז לכתוש עוד. שום דבר אחר; אחרת יהיה עוד 7.10
1891263,29/02/2024 17:36,יש לבחון את המצב בעיקר מבחינה צבאית.אולי קצת מדינית - אבל מי שאמור לקבוע את הטון זה בהתאם ליכולת הצבאית של המדינה
1891264,29/02/2024 17:30,ש
1891284,29/02/2024 13:01,מבחינתי העיסוק הציבורי יוצר את המחיר הגבוה אותו אנחנו משלמים.מחיר זה עלול חלילה ליצור את הפיגוע והחטיפה הבאים. ראה עיסקת שליט
1891664,29/02/2024 14:47,אין לי פירוט נוסף
1891666,29/02/2024 13:43,הגורמים שהכי מוסמכים לנושא
1891671,29/02/2024 20:15,למען הביטחון צריך לשלם מחיר כבד
1891706,29/02/2024 13:52,שיקולי מודיעין מהשב?כ והמוסד. 
1891717,29/02/2024 13:34,חשוב מאוד להחזיר את החטופים
1891721,29/02/2024 16:30,לא מעוניינת לפרט 
1891746,29/02/2024 21:04,אין לי מה
1891776,29/02/2024 15:07,עכשיו
1891791,29/02/2024 17:33,.
1891812,29/02/2024 21:19,חייבים להחזיר אותם הביתה ולא להתקפל מצד שני
1891859,29/02/2024 14:40,אין מה
1891863,29/02/2024 21:09,לא יודעת
1891871,29/02/2024 13:38,על הקבינט המצומצם לשקול ולהחליט בהתאם להמלצות הדרגים המקצועיים: צהל; שבכ ומוסד
1891893,29/02/2024 12:35,לדעתי אסור לשחרר אסירים בשום פנים
1891900,29/02/2024 17:34,ביטחון והרתאה
1891915,29/02/2024 17:06,.
1891924,29/02/2024 12:43,שבכ ומוסד לדעתי חשופים למידע רגיש ויכולים לקבל החלטות בנושא זה
1891941,29/02/2024 14:45,צריך לזכור שהמחבלים עם דן על הידיים 
1891969,29/02/2024 13:38,קודם כל צריך לשאול את האזרחים איך ומה לעשות כי הבאנו שהממשלה לא יודעת לעשות זאת
1892012,29/02/2024 16:25,שב?כ ממשלה וצבא בייד
1892271,29/02/2024 13:36,בעלי הידע המדויק ביותר וההיכרות הנכונה ביותר מול האויב 
1892330,29/02/2024 14:21,הם הגורמים המקצועיים
1892362,29/02/2024 15:23,המלחמות לא ייגמרו וכך גם המחבלים. אבל הייתי רוצה שהמדינה תעשה הכל אם אני הייתי בשבי או מישהו קרוב אליי. לכן לא משנה כמה אסירים נשחרר בסוף מישהו תמיד ינסה לפגוע בנו.
1892378,29/02/2024 12:53,צריך לשחרר את כל החטופים 
1892586,29/02/2024 17:24,ח
1892594,29/02/2024 14:50,אני מאמינה שאנחנו שולטים במודיעין ובמבצעי ברמה גבוהה. כל מחבל שנשחרר נחזיר לכלא תוך חודש גג.... אז תנו להם את המחבלים ונפציץ אותם יחד עם המשפחות שלהם במבצע צבאי מהשורה הראשונה. נקנה פופקורן לסרט הזה!
1892623,29/02/2024 12:39,"אנו לא רואים מכאן משמשרד הבטחון;שב""כ וכו' רואים משםלכן אני חושבת לא צריך להפריע להם לעשות את עבודתם ; כמו שלא מפריעים לרופא בעבודתואו לחיילים בעבודתם.כל רעשי רקע שלנו מחזקים את הדרישות ועורף של החמס"
1892653,29/02/2024 14:36,יש דברים שהעם לא מודע אליהם מספיק ויש המון רגש שמעורב כאן ולכן ההחלטה צריכה להתבצעה על ידי האנשים שהכי יודעים על הסיטואציה והשיכול שלהם אינו פוליטי אלה הגנתי כמו השבכ והמוסד שנמצאים בשטח ויודעים על החמאס יותר מכולם 
1892656,29/02/2024 13:07,שלום החטופים הכי חשוב עכשיו
1892664,29/02/2024 20:30,בנוסף גם חייב לעשות בחירות להחליף את הממשלה
1892709,29/02/2024 15:48,זו החלטה שהעם צריך לקחת כבר ראינו את תוצאות שחרור שליט.
1892727,29/02/2024 16:33,יש לשחרר את כל החטופים תמורת כמה אסירים שידרש
1892749,29/02/2024 14:02,.
1892783,29/02/2024 13:04,המוסד והשבכ הם הגוף המקצועי והמיעץ
1892785,29/02/2024 15:14,אין מישהו שיודע יותר טוב מהם
1892786,29/02/2024 16:04,הסכמה רחבה ככל שניתן
1892788,29/02/2024 12:37,עסקת שחרור חטופים לא מכל מחיר!העסקה צריכה להיות פרופורציונליות ולאחר העסקה אסור להפסיק את הלחימה עד שחמאס מפורק לחלוטין
1892812,29/02/2024 14:54,אין לי מה 
1892815,29/02/2024 15:18,אין משהו מיוחד 
1892822,29/02/2024 14:12,-
1892834,29/02/2024 16:57,אסור להפסיק לחימה חיילנו לא נפטרו לשווא
1892851,29/02/2024 16:39,רק הגורמים שיכולים להבין את כל הסיכונים ויכולים לראות את התמונה המלאה אמורים להשתתף בדיונים אלו. אבל כן צריך שיתוף פעולה של השבכ/מוסד וגורם ממשלתי (קבינט מצומצם) כדי לקבל החלטה בנושא
1892864,29/02/2024 17:06,חשוב
1892871,29/02/2024 20:27,לקבל החלטות שלא יפגעו בעתיד ובביטחון המדינה
1892877,29/02/2024 14:24,אין לי מה לפרט
1892908,29/02/2024 13:49,חיסול חמאס מטרה עליונה
1892935,29/02/2024 14:36,"זה דבר שמצריך שיקול כבד ואחריות מלאה תוך כדי דאגה לביטחון עמ""י וא""י ושמירה על החטופים שלנו בריאים ושלמים."
1892939,29/02/2024 14:33,לא יודע
1892943,29/02/2024 14:59,לא
1896639,29/02/2024 13:37,אמון בקבינט
1896659,29/02/2024 12:56,אסור לשחרר אסירים שיעוש שוב פיגועים
1896660,29/02/2024 14:57,לא עושים עסקה בכל מחיר.זה משדר חולשה ומרחיק את הסיכוי לשחרר אותם ולנצח במלחמה.
1896670,29/02/2024 13:31,יש לשחרר מהר
1896671,29/02/2024 16:21,אין מעבר
1896676,29/02/2024 13:12,.
1896679,29/02/2024 12:59,שיחזרו כל החטופים 
1896692,29/02/2024 14:33,לעשות משאל סקר
1896699,29/02/2024 15:00,יש להחזיר את השבויים הביתה. פדיון שבויים הוא מעל הכל!!! 
1896723,29/02/2024 16:16,אין לי מה להרחיב
1896726,29/02/2024 15:59,הגורמים המבינים ביותר 
1896729,29/02/2024 13:58,שחרור חטופים בכל מחיר.אחריות המדינה
1896749,29/02/2024 12:36,אין לי מה להוסיף
1896750,29/02/2024 15:29,חובה להחזירם הביתה עכשו ויפה שעה אחת קודם
1896769,29/02/2024 15:31,אסור לשחרר שבויים תמורת הפסקת לחימה ! זה רק מרגיל אותם למלחמות הבאות לחטוף יותר !! עידוד לטרור !!  חייב להבהיר להם שהחטופים אנחנו נלחם כדי להחזיר אבל ממש לא נפסיק לחימה נוותר בשבילם! אם נפסיק לחימה זה פשוט להגיד שכל החיילים נהרגו לשווא . 
1896777,29/02/2024 14:04,בעדיפות עליונה להחזיר את השבויים בכל מחיר; מה שכן; צריך לפעול על פי עמדת השבכ והמוסד 
1896796,29/02/2024 20:10,...
1896798,29/02/2024 14:29,אין מה להפרט; 
1896800,29/02/2024 13:58,זאת צריכה להיות החלטת קבינט שיהיה מוכן לשלם מחירים כבדים אך לא לעצור את הלחימה לצמיתות
1896810,29/02/2024 13:35,אין לי ערבות בענין זה 
1896840,29/02/2024 15:21,רשמתי את דעתי בשאלות
1896856,29/02/2024 18:04,לעשות מלא מאמץ כדי להחזיר את כל החטופים כדי יגיעו בשלום הביתה 
1896858,29/02/2024 15:02,הם אלו שיש להם הכי הרבה מידע וותק בנושא
1896886,29/02/2024 14:37,העיקר להחזיר אותם הביתהכל דבר שיאפשר את זה הוא מבורךלהתחיל קודם במי שבחיים שיהיו בעדיפות ראשונה
1896890,29/02/2024 14:38,יש להקשיב לאנשי מקצוע בתחום שמבינים את כל השיקולים הכרוכים בהחלטה הזו.
1896904,29/02/2024 12:37,אין
1896909,29/02/2024 13:36,החזרת החטופים היא מעל הכל
1896916,29/02/2024 15:52,להקשיב לגופים האלו 
1896921,29/02/2024 15:31,אגף הביטחון הוא האגף היחיד בעיני שיודע מה הולך לקראת בשניים הבאת לכן עדיף שהם יתאמו הכל
1896924,29/02/2024 13:53,צריך להגביר את הלחימה סביב עזה ולחץ את החטופים בכוחות עצמנו ;צהל עוד ילחץ אותך ביד רמה 
1896926,29/02/2024 16:54,"חיי אדם חשובים מאוד ויחד עם זאת צריך לדעת שאין אדם ש""שווה"" יותר מאדם אחר. לכן צריך לשים לב את מי מהמחבלים המתועבים משחררים. וכן אסור לתת לחמאס שום פרס על מה שהם עשו!! אנחנו צריכים להיות אלה שמציבים את התנאים ולא להפך!!"
1896931,29/02/2024 14:11,העם קובע
1896953,29/02/2024 16:26,אין אמון הפוליטיקאים; הכסא חשוב להם יותר מהחטופים
1896956,29/02/2024 13:36,תתחילו לשמור את התורה הקדושה יהיה לכם יותר טוב 
1896963,29/02/2024 13:30,איןמלי מה להוביף 
1896965,29/02/2024 13:52,איין
1896981,29/02/2024 15:17,אסור לשחרר שבויים בכמות מופרזת! אותם אסירים חוזרים אלינו בתור מחבלים
1896982,29/02/2024 13:49,יש ערך עליון בחיי בני אדם וכל העם סובל בין אם מכירים שבוי או לא.
1896985,29/02/2024 13:47,הדבר הכי חשוב כרגע זה להחזיר את השבויים. 
1896994,29/02/2024 12:35,צריך לשאול את העם איזה עיסקה הרוב מחליט
1897003,29/02/2024 17:24,לא מעונין
1897009,29/02/2024 12:47,צריך להחזיר את כולם הביתה!
1897012,29/02/2024 12:43,השבויים צריכים לשוב הביתה במהרה וזה חשוב מאןדאבל לא במחיר של הפסקת הלחימה כי זה מה שמרחיק אותנו מסיום המלחמה לצמיתות.ככל שניתן להם יותר יפים כך נסכן את שאר השבויים ; סינוואר יברח שוב ונסכן את התושבים שחיים פה ; אם ניתן להם הפסקה הם יחדשו את המצברים וניכנס לסבב גדול שוב
1897018,29/02/2024 12:42,צריך לאסוף רק את מי שבאמת מבין מה קרה ב 7/10 מי שבאמת יודע עם מי יש עסק שיהיה סופר ימני 
1897149,29/02/2024 15:07,הפקרנו את השבויים . חייבים להחזירם בכל מחיר
1897536,29/02/2024 13:38,יש עניינים שאולי עדיף לא לחשוף לכולם יש מידע שיכול לשמש נגדנו
1897670,29/02/2024 14:03,לאחר קבלת המלצות של בעלי המקצוע הם צריכים לקבל את ההחלטה בקבינט המצומצם 
1897795,29/02/2024 14:17,אין לי דעה נוספת בעניין
1898199,02/03/2024 9:46,אין לי דעה נוספת
1898253,29/02/2024 14:00,חייבים לשחרר את כולם עכשיו! כל יום שעובר המחיר נהיה גבוה יותר. חלאס; לסיים עם זה ולהחזיר אותם הביתה. כישלון של ממשלה
1898260,29/02/2024 12:58,אשמח אם המשפחות לא יעדט יותר בחאגן במדינה המחיר של החטופים עולה והם מסכנים את בטחון האזרים בחטיפות חוזרות
1898264,29/02/2024 12:44,לדאוג להשבת החטופים!!
1898266,29/02/2024 14:15,לגבי שחרור אסירים- 100 אסירים לחטוף זה בהגבלה לפי סוג האסירים ולאן הם משוחררים; ועל זה המדינה צריכה להילחם נחרצות בעיני. לגבי הפסדקת הלחימה- אסור להפסיק להילחם לצמיתות בשום מצב. לגבי מי יקבע- במדינה הדמוקרטית; ראוי שהרשות המבצעת תקבל החלטות כאלה; גם אם הדעות שלה מחרידות.
1898273,29/02/2024 12:46,לא יכול להיות שממשלת ישראל משחררת כל כך הרבה אסירים תמורת מספר מצומצם של שבויים. 
1898386,29/02/2024 12:43,מוסדות השבכ ידעו אילו אסיסים פחות מסוכנים לכשישתחררו
1898406,29/02/2024 15:57,אין מה להוסיף 
1898496,29/02/2024 13:36,השבויים הם אזרחי המדינה ועל המדינה לעשות הכל כדי להחזירם
1898497,29/02/2024 13:05,לשתף את העם בהחלטות לא רציונליות
1898501,29/02/2024 14:19,צריך להחזיר את החטופים בהקדם
1898517,29/02/2024 14:09,להחזיר אותם הביתה בכל מחיר ואז לתקוף לפי המלצות בטחוניות
1898538,29/02/2024 18:12,הממשלה צריכה להחליט בנושא של עסקת שבויים.
1898543,29/02/2024 13:54,שחרור השבויים הינו חובה ומיידי. התנאים לביצועה שנויים במחלוקת שעש בה כדי לקטב יותר את הצדדים. מאחר ומדובר בתנאים עם השלכות על כל אחד במדינה ראוי שהעם יחליט
1898558,29/02/2024 13:57,להחזיר בכל מחיר
1898633,29/02/2024 15:05,אין מה להוסיף
1898663,29/02/2024 13:39,המדיניות של הממשלה נראית בסדרלחץ צבאי הסכם שחרור חטופים תמורת 1. הפסקות אש מינוריות לשבועות בודדים+ שחרור אסירים לא כבדים לפי נוסחה כלשהי 3 ל-1 או קצת יותרכמובן שהכי טוב תמורת לאפשר לראשי החמאס לצאת מהרצועה בצורה בטוחה 
1898670,29/02/2024 13:55, חשוב שחרור החטופים    חשובים גם חיילים שלנו אי אפשר לסכן  ללא גבולות שחרור גדול. מחבלים יכול לסכן את. מדינה ישראל בהתמיד.   מחבלים. יכול   לחזור. ולעשות פיגועים ויותר יותר
1898692,29/02/2024 13:44,כל בחירה קשה.אף אחד לא היה רוצה להיות אחד ממקבלי ההחלטות או ממשפחות החטופים
1898696,29/02/2024 18:51,אין לי מה לפרטזה מה שאני חושבת
1898718,29/02/2024 12:38,.
1899104,29/02/2024 13:45,אסור לתת למקום קיצוניים להחליט על החלטות כאלו כאשר הם מגיעים כבר עם החלטה ידועה מראש
1899105,29/02/2024 12:45,רוב העם רוצה הכרעה חד משמעית ובעקבות כך שיחרור החטופים יחכה
1899139,29/02/2024 12:38,"בעיניי; שחרור אסירים בטחוניים פוגע בבטחון המדינה. החזרת החטופים חשובה ודחופה ביותר; אבל לא במחיר סיכון כלל אזרחי המדינה. בעיניי; הדרך ביחידה להחזיר אותם היא ע""י יצירת לחץ צבאי עד כניעה של החוטפים והחזרה מרצון"
1899153,29/02/2024 14:02,לשאול את כולם
1899154,29/02/2024 12:39,לפי הערכות בטחוניות
1899156,29/02/2024 19:49,כולם צריכים להחליט
1899157,29/02/2024 19:53,העם צריך להחליט
1899176,29/02/2024 22:25,בממשלה הרוב בחר/הרוב הביע אמון בנוסף לכך שהם יודעים מה קורה בפועל
1899177,29/02/2024 14:49,צריך להגיע להחלטה אחת חכמה בלי למשוך יותר מדי זמן
